nome_associado;sobrenome_associado;idade_associado;vlr_transacao_movimento;des_tranacao_movimento;data_movimento;numero_cartao;nome_impresso_cartao;data_criacao_cartao;tipo_conta;data_criacao_conta
Nome46;Sobrenome46;64;806.00;Supermercado;2023-06-27 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
Nome20;Sobrenome20;38;330.00;Supermercado;2024-10-15 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome93;Sobrenome93;61;103.00;Restaurante;2025-05-30 17:16:35;4000000000000931;Nome93;2025-05-30 17:16:35;J;2025-05-30 17:16:35
Nome20;Sobrenome20;38;930.00;Supermercado;2023-02-23 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome40;Sobrenome40;58;950.00;Supermercado;2023-02-03 17:16:35;4000000000000401;Nome40;2025-07-22 17:16:35;F;2025-07-22 17:16:35
Nome4;Sobrenome4;22;264.00;Pagamento Aluguel;2024-12-20 17:16:35;4000000000001041;Nome4;2025-05-19 17:16:35;F;2025-05-19 17:16:35
Nome7;Sobrenome7;25;917.00;Compra Online;2023-03-08 17:16:35;4000000000000071;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome90;Sobrenome90;58;100.00;Pagamento Aluguel;2025-06-02 17:16:35;4000000000000901;Nome90;2025-06-02 17:16:35;F;2025-06-02 17:16:35
Nome26;Sobrenome26;44;606.00;Supermercado;2024-01-13 17:16:35;4000000000000262;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome12;Sobrenome12;30;472.00;Pagamento Aluguel;2024-05-26 17:16:35;4000000000000121;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome17;Sobrenome17;35;427.00;Restaurante;2024-07-10 17:16:35;4000000000001171;Nome17;2025-05-06 17:16:35;J;2025-05-06 17:16:35
Nome97;Sobrenome97;65;107.00;Restaurante;2025-05-26 17:16:35;4000000000000971;Nome97;2025-05-26 17:16:35;J;2025-05-26 17:16:35
Nome73;Sobrenome73;41;533.00;Compra Online;2024-03-26 17:16:35;4000000000000731;Nome73;2025-06-19 17:16:35;J;2025-06-19 17:16:35
Nome62;Sobrenome62;30;972.00;Pagamento Aluguel;2023-01-12 17:16:35;4000000000000621;Nome62;2025-06-30 17:16:35;F;2025-06-30 17:16:35
Nome20;Sobrenome20;38;480.00;Pagamento Aluguel;2024-05-18 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome4;Sobrenome4;22;414.00;Supermercado;2024-07-23 17:16:35;4000000000001041;Nome4;2025-05-19 17:16:35;F;2025-05-19 17:16:35
Nome76;Sobrenome76;44;86.00;Supermercado;2025-06-16 17:16:35;4000000000000761;Nome76;2025-06-16 17:16:35;F;2025-06-16 17:16:35
Nome94;Sobrenome94;62;104.00;Pagamento Aluguel;2025-05-29 17:16:35;4000000000000941;Nome94;2025-05-29 17:16:35;F;2025-05-29 17:16:35
Nome19;Sobrenome19;37;329.00;Compra Online;2024-10-16 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome64;Sobrenome64;32;524.00;Pagamento Aluguel;2024-04-04 17:16:35;4000000000000641;Nome64;2025-06-28 17:16:35;F;2025-06-28 17:16:35
Nome41;Sobrenome41;59;351.00;Restaurante;2024-09-24 17:16:35;4000000000000411;Nome41;2025-07-21 17:16:35;J;2025-07-21 17:16:35
Nome10;Sobrenome10;28;740.00;Pagamento Aluguel;2023-09-01 17:16:35;4000000000000102;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome11;Sobrenome11;29;621.00;Compra Online;2023-12-29 17:16:35;4000000000000111;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome37;Sobrenome37;55;947.00;Restaurante;2023-02-06 17:16:35;4000000000000371;Nome37;2025-07-25 17:16:35;J;2025-07-25 17:16:35
Nome38;Sobrenome38;56;948.00;Pagamento Aluguel;2023-02-05 17:16:35;4000000000000381;Nome38;2025-07-24 17:16:35;F;2025-07-24 17:16:35
Nome67;Sobrenome67;35;377.00;Compra Online;2024-08-29 17:16:35;4000000000000671;Nome67;2025-06-25 17:16:35;J;2025-06-25 17:16:35
Nome16;Sobrenome16;34;26.00;Supermercado;2025-08-15 17:16:35;4000000000000161;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome23;Sobrenome23;41;783.00;Restaurante;2023-07-20 17:16:35;4000000000000231;Nome23;2025-08-08 17:16:35;J;2025-08-08 17:16:35
Nome22;Sobrenome22;40;482.00;Supermercado;2024-05-16 17:16:35;4000000000000221;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome16;Sobrenome16;34;926.00;Supermercado;2023-02-27 17:16:35;4000000000000161;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome20;Sobrenome20;38;30.00;Supermercado;2025-08-11 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome9;Sobrenome9;27;269.00;Compra Online;2024-12-15 17:16:35;4000000000001091;Nome9;2025-05-14 17:16:35;J;2025-05-14 17:16:35
Nome7;Sobrenome7;25;417.00;Compra Online;2024-07-20 17:16:35;4000000000001071;Nome7;2025-05-16 17:16:35;J;2025-05-16 17:16:35
Nome63;Sobrenome63;31;373.00;Compra Online;2024-09-02 17:16:35;4000000000000631;Nome63;2025-06-29 17:16:35;J;2025-06-29 17:16:35
Nome10;Sobrenome10;28;720.00;Pagamento Aluguel;2023-09-21 17:16:35;4000000000001101;Nome10;2025-05-13 17:16:35;F;2025-05-13 17:16:35
Nome34;Sobrenome34;52;44.00;Pagamento Aluguel;2025-07-28 17:16:35;4000000000000341;Nome34;2025-07-28 17:16:35;F;2025-07-28 17:16:35
Nome16;Sobrenome16;34;146.00;Supermercado;2025-04-17 17:16:35;4000000000000162;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome10;Sobrenome10;28;270.00;Supermercado;2024-12-14 17:16:35;4000000000001101;Nome10;2025-05-13 17:16:35;F;2025-05-13 17:16:35
Nome98;Sobrenome98;66;258.00;Supermercado;2024-12-26 17:16:35;4000000000000981;Nome98;2025-05-25 17:16:35;F;2025-05-25 17:16:35
Nome46;Sobrenome46;64;956.00;Pagamento Aluguel;2023-01-28 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
Nome52;Sobrenome52;20;662.00;Supermercado;2023-11-18 17:16:35;4000000000000521;Nome52;2025-07-10 17:16:35;F;2025-07-10 17:16:35
Nome19;Sobrenome19;37;729.00;Compra Online;2023-09-12 17:16:35;4000000000001191;Nome19;2025-05-04 17:16:35;J;2025-05-04 17:16:35
Nome1;Sobrenome1;19;561.00;Compra Online;2024-02-27 17:16:35;4000000000001011;Nome1;2025-05-22 17:16:35;J;2025-05-22 17:16:35
Nome5;Sobrenome5;23;15.00;Restaurante;2025-08-26 17:16:35;4000000000000051;Nome5;2025-08-26 17:16:35;J;2025-08-26 17:16:35
Nome72;Sobrenome72;40;682.00;Supermercado;2023-10-29 17:16:35;4000000000000721;Nome72;2025-06-20 17:16:35;F;2025-06-20 17:16:35
Nome3;Sobrenome3;21;913.00;Compra Online;2023-03-12 17:16:35;4000000000000031;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome15;Sobrenome15;33;875.00;Restaurante;2023-04-19 17:16:35;4000000000001151;Nome15;2025-05-08 17:16:35;J;2025-05-08 17:16:35
Nome29;Sobrenome29;47;339.00;Restaurante;2024-10-06 17:16:35;4000000000000291;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome65;Sobrenome65;33;75.00;Restaurante;2025-06-27 17:16:35;4000000000000651;Nome65;2025-06-27 17:16:35;J;2025-06-27 17:16:35
Nome16;Sobrenome16;34;476.00;Pagamento Aluguel;2024-05-22 17:16:35;4000000000000161;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome5;Sobrenome5;23;285.00;Compra Online;2024-11-29 17:16:35;4000000000000052;Nome5;2025-08-26 17:16:35;J;2025-08-26 17:16:35
Nome29;Sobrenome29;47;789.00;Compra Online;2023-07-14 17:16:35;4000000000000291;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome14;Sobrenome14;32;594.00;Supermercado;2024-01-25 17:16:35;4000000000000142;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome55;Sobrenome55;23;65.00;Compra Online;2025-07-07 17:16:35;4000000000000551;Nome55;2025-07-07 17:16:35;J;2025-07-07 17:16:35
Nome8;Sobrenome8;26;268.00;Pagamento Aluguel;2024-12-16 17:16:35;4000000000001081;Nome8;2025-05-15 17:16:35;F;2025-05-15 17:16:35
Nome29;Sobrenome29;47;39.00;Restaurante;2025-08-02 17:16:35;4000000000000291;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome99;Sobrenome99;67;109.00;Compra Online;2025-05-24 17:16:35;4000000000000991;Nome99;2025-05-24 17:16:35;J;2025-05-24 17:16:35
Nome85;Sobrenome85;53;395.00;Restaurante;2024-08-11 17:16:35;4000000000000851;Nome85;2025-06-07 17:16:35;J;2025-06-07 17:16:35
Nome26;Sobrenome26;44;756.00;Pagamento Aluguel;2023-08-16 17:16:35;4000000000000262;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome12;Sobrenome12;30;172.00;Pagamento Aluguel;2025-03-22 17:16:35;4000000000000121;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome13;Sobrenome13;31;23.00;Restaurante;2025-08-18 17:16:35;4000000000000131;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome19;Sobrenome19;37;749.00;Compra Online;2023-08-23 17:16:35;4000000000000192;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome72;Sobrenome72;40;532.00;Pagamento Aluguel;2024-03-27 17:16:35;4000000000000721;Nome72;2025-06-20 17:16:35;F;2025-06-20 17:16:35
Nome25;Sobrenome25;43;455.00;Restaurante;2024-06-12 17:16:35;4000000000000252;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome58;Sobrenome58;26;668.00;Pagamento Aluguel;2023-11-12 17:16:35;4000000000000581;Nome58;2025-07-04 17:16:35;F;2025-07-04 17:16:35
Nome53;Sobrenome53;21;213.00;Compra Online;2025-02-09 17:16:35;4000000000000531;Nome53;2025-07-09 17:16:35;J;2025-07-09 17:16:35
Nome12;Sobrenome12;30;592.00;Pagamento Aluguel;2024-01-27 17:16:35;4000000000000122;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome86;Sobrenome86;54;96.00;Pagamento Aluguel;2025-06-06 17:16:35;4000000000000861;Nome86;2025-06-06 17:16:35;F;2025-06-06 17:16:35
Nome41;Sobrenome41;59;501.00;Compra Online;2024-04-27 17:16:35;4000000000000411;Nome41;2025-07-21 17:16:35;J;2025-07-21 17:16:35
Nome4;Sobrenome4;22;884.00;Pagamento Aluguel;2023-04-10 17:16:35;4000000000000042;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome21;Sobrenome21;39;481.00;Compra Online;2024-05-17 17:16:35;4000000000000211;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome79;Sobrenome79;47;989.00;Compra Online;2022-12-26 17:16:35;4000000000000791;Nome79;2025-06-13 17:16:35;J;2025-06-13 17:16:35
Nome46;Sobrenome46;64;206.00;Supermercado;2025-02-16 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
Nome89;Sobrenome89;57;99.00;Restaurante;2025-06-03 17:16:35;4000000000000891;Nome89;2025-06-03 17:16:35;J;2025-06-03 17:16:35
Nome3;Sobrenome3;21;463.00;Restaurante;2024-06-04 17:16:35;4000000000000031;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome7;Sobrenome7;25;17.00;Compra Online;2025-08-24 17:16:35;4000000000000071;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome63;Sobrenome63;31;673.00;Compra Online;2023-11-07 17:16:35;4000000000000631;Nome63;2025-06-29 17:16:35;J;2025-06-29 17:16:35
Nome80;Sobrenome80;48;540.00;Pagamento Aluguel;2024-03-19 17:16:35;4000000000000801;Nome80;2025-06-12 17:16:35;F;2025-06-12 17:16:35
Nome10;Sobrenome10;28;620.00;Pagamento Aluguel;2023-12-30 17:16:35;4000000000000101;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome50;Sobrenome50;18;810.00;Supermercado;2023-06-23 17:16:35;4000000000000501;Nome50;2025-07-12 17:16:35;F;2025-07-12 17:16:35
Nome95;Sobrenome95;63;705.00;Compra Online;2023-10-06 17:16:35;4000000000000951;Nome95;2025-05-28 17:16:35;J;2025-05-28 17:16:35
Nome30;Sobrenome30;48;640.00;Pagamento Aluguel;2023-12-10 17:16:35;4000000000000301;Nome30;2025-08-01 17:16:35;F;2025-08-01 17:16:35
Nome41;Sobrenome41;59;51.00;Restaurante;2025-07-21 17:16:35;4000000000000411;Nome41;2025-07-21 17:16:35;J;2025-07-21 17:16:35
Nome15;Sobrenome15;33;595.00;Restaurante;2024-01-24 17:16:35;4000000000000152;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome7;Sobrenome7;25;117.00;Compra Online;2025-05-16 17:16:35;4000000000001071;Nome7;2025-05-16 17:16:35;J;2025-05-16 17:16:35
Nome50;Sobrenome50;18;960.00;Pagamento Aluguel;2023-01-24 17:16:35;4000000000000501;Nome50;2025-07-12 17:16:35;F;2025-07-12 17:16:35
Nome80;Sobrenome80;48;90.00;Supermercado;2025-06-12 17:16:35;4000000000000801;Nome80;2025-06-12 17:16:35;F;2025-06-12 17:16:35
Nome30;Sobrenome30;48;910.00;Supermercado;2023-03-15 17:16:35;4000000000000302;Nome30;2025-08-01 17:16:35;F;2025-08-01 17:16:35
Nome49;Sobrenome49;67;659.00;Restaurante;2023-11-21 17:16:35;4000000000000491;Nome49;2025-07-13 17:16:35;J;2025-07-13 17:16:35
Nome90;Sobrenome90;58;700.00;Pagamento Aluguel;2023-10-11 17:16:35;4000000000000901;Nome90;2025-06-02 17:16:35;F;2025-06-02 17:16:35
Nome68;Sobrenome68;36;828.00;Pagamento Aluguel;2023-06-05 17:16:35;4000000000000681;Nome68;2025-06-24 17:16:35;F;2025-06-24 17:16:35
Nome42;Sobrenome42;60;802.00;Supermercado;2023-07-01 17:16:35;4000000000000421;Nome42;2025-07-20 17:16:35;F;2025-07-20 17:16:35
Nome2;Sobrenome2;20;582.00;Supermercado;2024-02-06 17:16:35;4000000000000022;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome15;Sobrenome15;33;445.00;Compra Online;2024-06-22 17:16:35;4000000000000152;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome82;Sobrenome82;50;392.00;Pagamento Aluguel;2024-08-14 17:16:35;4000000000000821;Nome82;2025-06-10 17:16:35;F;2025-06-10 17:16:35
Nome25;Sobrenome25;43;485.00;Compra Online;2024-05-13 17:16:35;4000000000000251;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome2;Sobrenome2;20;12.00;Pagamento Aluguel;2025-08-29 17:16:35;4000000000000021;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome31;Sobrenome31;49;491.00;Restaurante;2024-05-07 17:16:35;4000000000000311;Nome31;2025-07-31 17:16:35;J;2025-07-31 17:16:35
Nome13;Sobrenome13;31;143.00;Restaurante;2025-04-20 17:16:35;4000000000000132;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome55;Sobrenome55;23;215.00;Restaurante;2025-02-07 17:16:35;4000000000000551;Nome55;2025-07-07 17:16:35;J;2025-07-07 17:16:35
Nome7;Sobrenome7;25;617.00;Compra Online;2024-01-02 17:16:35;4000000000000071;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome60;Sobrenome60;28;370.00;Supermercado;2024-09-05 17:16:35;4000000000000601;Nome60;2025-07-02 17:16:35;F;2025-07-02 17:16:35
Nome46;Sobrenome46;64;356.00;Pagamento Aluguel;2024-09-19 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
Nome18;Sobrenome18;36;148.00;Pagamento Aluguel;2025-04-15 17:16:35;4000000000000182;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome3;Sobrenome3;21;433.00;Compra Online;2024-07-04 17:16:35;4000000000000032;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome23;Sobrenome23;41;183.00;Restaurante;2025-03-11 17:16:35;4000000000000231;Nome23;2025-08-08 17:16:35;J;2025-08-08 17:16:35
Nome12;Sobrenome12;30;872.00;Pagamento Aluguel;2023-04-22 17:16:35;4000000000001121;Nome12;2025-05-11 17:16:35;F;2025-05-11 17:16:35
Nome54;Sobrenome54;22;364.00;Pagamento Aluguel;2024-09-11 17:16:35;4000000000000541;Nome54;2025-07-08 17:16:35;F;2025-07-08 17:16:35
Nome98;Sobrenome98;66;708.00;Pagamento Aluguel;2023-10-03 17:16:35;4000000000000981;Nome98;2025-05-25 17:16:35;F;2025-05-25 17:16:35
Nome11;Sobrenome11;29;121.00;Compra Online;2025-05-12 17:16:35;4000000000001111;Nome11;2025-05-12 17:16:35;J;2025-05-12 17:16:35
Nome6;Sobrenome6;24;136.00;Pagamento Aluguel;2025-04-27 17:16:35;4000000000000062;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome8;Sobrenome8;26;718.00;Supermercado;2023-09-23 17:16:35;4000000000001081;Nome8;2025-05-15 17:16:35;F;2025-05-15 17:16:35
Nome11;Sobrenome11;29;291.00;Restaurante;2024-11-23 17:16:35;4000000000000112;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome5;Sobrenome5;23;565.00;Compra Online;2024-02-23 17:16:35;4000000000001051;Nome5;2025-05-18 17:16:35;J;2025-05-18 17:16:35
Nome15;Sobrenome15;33;125.00;Compra Online;2025-05-08 17:16:35;4000000000001151;Nome15;2025-05-08 17:16:35;J;2025-05-08 17:16:35
Nome88;Sobrenome88;56;848.00;Pagamento Aluguel;2023-05-16 17:16:35;4000000000000881;Nome88;2025-06-04 17:16:35;F;2025-06-04 17:16:35
Nome35;Sobrenome35;53;495.00;Restaurante;2024-05-03 17:16:35;4000000000000351;Nome35;2025-07-27 17:16:35;J;2025-07-27 17:16:35
Nome21;Sobrenome21;39;451.00;Restaurante;2024-06-16 17:16:35;4000000000000212;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome11;Sobrenome11;29;441.00;Compra Online;2024-06-26 17:16:35;4000000000000112;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome14;Sobrenome14;32;324.00;Pagamento Aluguel;2024-10-21 17:16:35;4000000000000141;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome89;Sobrenome89;57;999.00;Restaurante;2022-12-16 17:16:35;4000000000000891;Nome89;2025-06-03 17:16:35;J;2025-06-03 17:16:35
Nome92;Sobrenome92;60;552.00;Pagamento Aluguel;2024-03-07 17:16:35;4000000000000921;Nome92;2025-05-31 17:16:35;F;2025-05-31 17:16:35
Nome45;Sobrenome45;63;205.00;Compra Online;2025-02-17 17:16:35;4000000000000451;Nome45;2025-07-17 17:16:35;J;2025-07-17 17:16:35
Nome11;Sobrenome11;29;471.00;Restaurante;2024-05-27 17:16:35;4000000000000111;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome53;Sobrenome53;21;663.00;Restaurante;2023-11-17 17:16:35;4000000000000531;Nome53;2025-07-09 17:16:35;J;2025-07-09 17:16:35
Nome88;Sobrenome88;56;98.00;Supermercado;2025-06-04 17:16:35;4000000000000881;Nome88;2025-06-04 17:16:35;F;2025-06-04 17:16:35
Nome10;Sobrenome10;28;890.00;Supermercado;2023-04-04 17:16:35;4000000000000102;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome36;Sobrenome36;54;946.00;Supermercado;2023-02-07 17:16:35;4000000000000361;Nome36;2025-07-26 17:16:35;F;2025-07-26 17:16:35
Nome34;Sobrenome34;52;644.00;Pagamento Aluguel;2023-12-06 17:16:35;4000000000000341;Nome34;2025-07-28 17:16:35;F;2025-07-28 17:16:35
Nome1;Sobrenome1;19;281.00;Compra Online;2024-12-03 17:16:35;4000000000000012;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome52;Sobrenome52;20;512.00;Pagamento Aluguel;2024-04-16 17:16:35;4000000000000521;Nome52;2025-07-10 17:16:35;F;2025-07-10 17:16:35
Nome20;Sobrenome20;38;300.00;Pagamento Aluguel;2024-11-14 17:16:35;4000000000000202;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome51;Sobrenome51;19;61.00;Compra Online;2025-07-11 17:16:35;4000000000000511;Nome51;2025-07-11 17:16:35;J;2025-07-11 17:16:35
Nome25;Sobrenome25;43;635.00;Restaurante;2023-12-15 17:16:35;4000000000000251;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome29;Sobrenome29;47;909.00;Compra Online;2023-03-16 17:16:35;4000000000000292;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
Nome27;Sobrenome27;45;757.00;Compra Online;2023-08-15 17:16:35;4000000000000272;Nome27;2025-08-04 17:16:35;J;2025-08-04 17:16:35
Nome20;Sobrenome20;38;180.00;Pagamento Aluguel;2025-03-14 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome54;Sobrenome54;22;64.00;Pagamento Aluguel;2025-07-08 17:16:35;4000000000000541;Nome54;2025-07-08 17:16:35;F;2025-07-08 17:16:35
Nome84;Sobrenome84;52;694.00;Supermercado;2023-10-17 17:16:35;4000000000000841;Nome84;2025-06-08 17:16:35;F;2025-06-08 17:16:35
Nome71;Sobrenome71;39;381.00;Compra Online;2024-08-25 17:16:35;4000000000000711;Nome71;2025-06-21 17:16:35;J;2025-06-21 17:16:35
Nome71;Sobrenome71;39;831.00;Restaurante;2023-06-02 17:16:35;4000000000000711;Nome71;2025-06-21 17:16:35;J;2025-06-21 17:16:35
Nome30;Sobrenome30;48;40.00;Pagamento Aluguel;2025-08-01 17:16:35;4000000000000301;Nome30;2025-08-01 17:16:35;F;2025-08-01 17:16:35
Nome78;Sobrenome78;46;388.00;Pagamento Aluguel;2024-08-18 17:16:35;4000000000000781;Nome78;2025-06-14 17:16:35;F;2025-06-14 17:16:35
Nome76;Sobrenome76;44;386.00;Supermercado;2024-08-20 17:16:35;4000000000000761;Nome76;2025-06-16 17:16:35;F;2025-06-16 17:16:35
Nome94;Sobrenome94;62;704.00;Pagamento Aluguel;2023-10-07 17:16:35;4000000000000941;Nome94;2025-05-29 17:16:35;F;2025-05-29 17:16:35
Nome96;Sobrenome96;64;256.00;Pagamento Aluguel;2024-12-28 17:16:35;4000000000000961;Nome96;2025-05-27 17:16:35;F;2025-05-27 17:16:35
Nome30;Sobrenome30;48;340.00;Pagamento Aluguel;2024-10-05 17:16:35;4000000000000301;Nome30;2025-08-01 17:16:35;F;2025-08-01 17:16:35
Nome18;Sobrenome18;36;128.00;Pagamento Aluguel;2025-05-05 17:16:35;4000000000001181;Nome18;2025-05-05 17:16:35;F;2025-05-05 17:16:35
Nome85;Sobrenome85;53;845.00;Compra Online;2023-05-19 17:16:35;4000000000000851;Nome85;2025-06-07 17:16:35;J;2025-06-07 17:16:35
Nome47;Sobrenome47;65;57.00;Compra Online;2025-07-15 17:16:35;4000000000000471;Nome47;2025-07-15 17:16:35;J;2025-07-15 17:16:35
Nome40;Sobrenome40;58;650.00;Supermercado;2023-11-30 17:16:35;4000000000000401;Nome40;2025-07-22 17:16:35;F;2025-07-22 17:16:35
Nome35;Sobrenome35;53;345.00;Compra Online;2024-09-30 17:16:35;4000000000000351;Nome35;2025-07-27 17:16:35;J;2025-07-27 17:16:35
Nome59;Sobrenome59;27;219.00;Restaurante;2025-02-03 17:16:35;4000000000000591;Nome59;2025-07-03 17:16:35;J;2025-07-03 17:16:35
Nome100;Sobrenome100;18;860.00;Pagamento Aluguel;2023-05-04 17:16:35;4000000000001001;Nome100;2025-05-23 17:16:35;F;2025-05-23 17:16:35
Nome100;Sobrenome100;18;1010.00;Supermercado;2022-12-05 17:16:35;4000000000001001;Nome100;2025-05-23 17:16:35;F;2025-05-23 17:16:35
Nome39;Sobrenome39;57;649.00;Compra Online;2023-12-01 17:16:35;4000000000000391;Nome39;2025-07-23 17:16:35;J;2025-07-23 17:16:35
Nome68;Sobrenome68;36;978.00;Supermercado;2023-01-06 17:16:35;4000000000000681;Nome68;2025-06-24 17:16:35;F;2025-06-24 17:16:35
Nome83;Sobrenome83;51;543.00;Restaurante;2024-03-16 17:16:35;4000000000000831;Nome83;2025-06-09 17:16:35;J;2025-06-09 17:16:35
Nome71;Sobrenome71;39;231.00;Restaurante;2025-01-22 17:16:35;4000000000000711;Nome71;2025-06-21 17:16:35;J;2025-06-21 17:16:35
Nome31;Sobrenome31;49;191.00;Restaurante;2025-03-03 17:16:35;4000000000000311;Nome31;2025-07-31 17:16:35;J;2025-07-31 17:16:35
Nome12;Sobrenome12;30;142.00;Supermercado;2025-04-21 17:16:35;4000000000000122;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome16;Sobrenome16;34;426.00;Supermercado;2024-07-11 17:16:35;4000000000001161;Nome16;2025-05-07 17:16:35;F;2025-05-07 17:16:35
Nome84;Sobrenome84;52;94.00;Supermercado;2025-06-08 17:16:35;4000000000000841;Nome84;2025-06-08 17:16:35;F;2025-06-08 17:16:35
Nome6;Sobrenome6;24;436.00;Pagamento Aluguel;2024-07-01 17:16:35;4000000000000062;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome6;Sobrenome6;24;16.00;Pagamento Aluguel;2025-08-25 17:16:35;4000000000000061;Nome6;2025-08-25 17:16:35;F;2025-08-25 17:16:35
Nome43;Sobrenome43;61;53.00;Compra Online;2025-07-19 17:16:35;4000000000000431;Nome43;2025-07-19 17:16:35;J;2025-07-19 17:16:35
Nome49;Sobrenome49;67;359.00;Restaurante;2024-09-16 17:16:35;4000000000000491;Nome49;2025-07-13 17:16:35;J;2025-07-13 17:16:35
Nome2;Sobrenome2;20;712.00;Pagamento Aluguel;2023-09-29 17:16:35;4000000000001021;Nome2;2025-05-21 17:16:35;F;2025-05-21 17:16:35
Nome2;Sobrenome2;20;612.00;Pagamento Aluguel;2024-01-07 17:16:35;4000000000000021;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome46;Sobrenome46;64;506.00;Supermercado;2024-04-22 17:16:35;4000000000000461;Nome46;2025-07-16 17:16:35;F;2025-07-16 17:16:35
Nome22;Sobrenome22;40;932.00;Pagamento Aluguel;2023-02-21 17:16:35;4000000000000221;Nome22;2025-08-09 17:16:35;F;2025-08-09 17:16:35
Nome13;Sobrenome13;31;893.00;Compra Online;2023-04-01 17:16:35;4000000000000132;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome86;Sobrenome86;54;246.00;Supermercado;2025-01-07 17:16:35;4000000000000861;Nome86;2025-06-06 17:16:35;F;2025-06-06 17:16:35
Nome29;Sobrenome29;47;639.00;Restaurante;2023-12-11 17:16:35;4000000000000291;Nome29;2025-08-02 17:16:35;J;2025-08-02 17:16:35
